,user_id,item_id,Sentimiento
871,76561198073642113,218620,positivo
872,76561198073642113,55140,positivo
873,76561198211433640,730,neutral
874,ilyjoepoe,318430,positivo
875,Mantrouminati,570,neutral
876,hididdlyhoe,440,negativo
877,76561198027225504,230410,neutral
878,76561198027225504,218620,neutral
879,76561198027225504,323470,neutral
880,76561198027225504,271290,positivo
881,76561198027225504,630,positivo
882,76561198027225504,10680,positivo
883,dicksoutforboromir,334230,negativo
884,dicksoutforboromir,48700,negativo
885,dicksoutforboromir,224260,neutral
886,probotsteve,730,neutral
887,76561197977543317,243470,negativo
888,BrutalLegend69,225260,negativo
889,76561198007539695,45730,neutral
890,76561198007539695,99400,negativo
891,76561198064026657,96100,negativo
892,76561198064026657,1250,positivo
893,76561198024450886,213650,neutral
894,saint556,340050,negativo
895,saint556,234190,positivo
896,saint556,261880,positivo
897,saint556,230840,neutral
898,saint556,263760,positivo
899,saint556,233190,neutral
900,brettebear,220780,positivo
901,metiqu,730,neutral
902,Brianseb,440,neutral
903,spike_heart,237740,neutral
904,brocky0405,48700,neutral
905,brocky0405,383080,positivo
906,brocky0405,363970,neutral
907,brocky0405,730,neutral
908,brocky0405,440,positivo
909,brocky0405,212180,neutral
910,76561198046094676,72850,negativo
911,76561198046094676,4560,positivo
912,76561198046094676,203770,negativo
913,76561198046094676,17700,positivo
914,76561198046094676,25890,negativo
915,Vladimirputinisgreatman,8930,positivo
916,Br0wni3,730,positivo
917,76561198093381429,200210,neutral
918,76561198110065267,10090,neutral
919,76561198059167106,41300,positivo
920,76561198105270589,268750,neutral
921,76561198105270589,304930,positivo
922,76561198105270589,4000,positivo
923,76561198105270589,440,positivo
924,Trutle,291550,positivo
925,Trutle,224760,positivo
926,Trutle,219640,positivo
927,BugsyBro,322910,neutral
928,BugsyBro,6060,positivo
929,BugsyBro,291480,neutral
930,BugsyBro,4000,neutral
931,76561198074561346,274940,positivo
932,76561198074561346,8980,positivo
933,76561198074561346,730,positivo
934,76561198074561346,266840,positivo
935,76561198074561346,344760,positivo
936,76561198074561346,72850,positivo
937,76561198074561346,440,positivo
938,76561198094074209,246620,neutral
939,76561198094074209,226700,neutral
940,76561198094074209,393420,negativo
941,76561198087011672,208090,neutral
942,busternut,237870,positivo
943,busternut,224540,positivo
944,busternut,248570,positivo
945,busternut,12120,positivo
946,76561198075981950,221100,positivo
947,76561198075981950,570,neutral
948,Butteryyy,1840,positivo
949,76561198079326390,105600,negativo
950,76561198079326390,301520,neutral
951,76561198142749308,292030,neutral
952,76561198142749308,298110,negativo
953,897w463824638109276,252490,positivo
954,897w463824638109276,440,neutral
955,Butterz,72200,positivo
956,8789568,252490,neutral
957,76561198112547239,230410,neutral
958,ByzGirl,305620,neutral
959,ByzGirl,239030,positivo
960,C14M8S,200210,neutral
961,C14M8S,620,neutral
962,C14M8S,211820,positivo
963,C14M8S,570,neutral
964,C14M8S,42910,negativo
965,C14M8S,219640,negativo
966,C14M8S,550,neutral
967,C14M8S,99900,negativo
968,C14M8S,240,neutral
969,C14M8S,218620,neutral
970,1122305938,211820,neutral
971,1122305938,8870,neutral
972,1122305938,24860,positivo
973,1122305938,250420,negativo
974,76561198069050565,238960,positivo
975,76561198069050565,246280,neutral
976,Cabey64,220200,positivo
977,Cabey64,440,neutral
978,Cabey64,2700,positivo
979,Cabjoy,94400,positivo
980,Stormaggen,42910,positivo
981,gusvu,238010,positivo
982,gusvu,241930,neutral
983,Punixa,374301,neutral
984,Punixa,366660,neutral
985,Punixa,207140,positivo
986,Punixa,259080,neutral
987,76561198044402508,302590,positivo
988,76561198081987102,242880,neutral
989,76561198081987102,107100,neutral
990,76561197996741396,22380,positivo
991,calii,440,positivo
992,76561198084718144,209080,positivo
993,76561198077034833,56400,neutral
994,calypto52,49600,positivo
995,camduman,109600,positivo
996,camduman,440,neutral
997,camquarter,233720,positivo
998,aquelecaraqfazaquilo,205350,neutral
999,aquelecaraqfazaquilo,330840,neutral
1000,aquelecaraqfazaquilo,218230,neutral
1001,aquelecaraqfazaquilo,19000,neutral
1002,aquelecaraqfazaquilo,242050,positivo
1003,aquelecaraqfazaquilo,218620,neutral
1004,aquelecaraqfazaquilo,323500,neutral
1005,aquelecaraqfazaquilo,12210,neutral
1006,aquelecaraqfazaquilo,50650,neutral
1007,aquelecaraqfazaquilo,206420,neutral
1008,76561198079009374,4000,neutral
1009,76561197992910116,267750,positivo
1010,76561197992910116,259720,positivo
1011,76561197992910116,293920,neutral
1012,76561197992910116,248310,positivo
1013,76561197992910116,49520,positivo
1014,76561197992910116,238430,neutral
1015,jonjon4351,220240,positivo
1016,76561198008551473,22380,neutral
1017,76561198008551473,201810,positivo
1018,ThePyrite99,72850,positivo
1019,76561198062276935,221100,negativo
1020,76561198062276935,730,neutral
1021,76561198062276935,10680,positivo
1022,76561198048121243,252490,neutral
1023,76561198048121243,49520,negativo
1024,76561198048121243,219640,neutral
1025,CAPTAINVRITRAS,570,positivo
1026,ConkerBirdy,391540,neutral
1027,ConkerBirdy,239140,positivo
1028,ConkerBirdy,346010,neutral
1029,76561198078194423,105600,positivo
1030,76561198067657905,4000,positivo
1031,76561198070072786,417860,neutral
1032,76561198070072786,265930,negativo
1033,76561198070072786,400,positivo
1034,76561197966764681,730,negativo
1035,76561198007988939,305620,neutral
1036,ca_ra_cal,348960,neutral
1037,76561198067721589,220200,positivo
1038,76561198067721589,304930,neutral
1039,76561197996092338,440,neutral
1040,carouserwhite,4000,positivo
1041,carouserwhite,17520,neutral
1042,carouserwhite,109400,positivo
1043,76561198045631910,252490,neutral
1044,76561198078670623,4920,positivo
1045,Lord_Casso,287920,positivo
1046,Lord_Casso,323370,positivo
1047,76561198070087725,48700,neutral
1048,fsfs546hd,70000,negativo
1049,76561198045283919,244410,neutral
1050,76561198081438874,31280,negativo
1051,76561198072411281,17480,positivo
1052,76561198072411281,332800,negativo
1053,76561198072411281,319510,positivo
1054,76561198072411281,105600,neutral
1055,76561198032143135,105450,positivo
1056,CrazyGiraffe71,107410,positivo
1057,chalkmetal,225260,positivo
1058,kggj,239350,neutral
1059,kggj,219150,negativo
1060,asdasdfsadgdfhfgjggj,222880,neutral
1061,asdasdfsadgdfhfgjggj,4000,positivo
1062,elheat,440,positivo
1063,ElementalGodChaos,230410,positivo
1064,ElementalGodChaos,39000,negativo
1065,ElementalGodChaos,570,positivo
1066,ElementalGodChaos,263500,positivo
1067,ElementalGodChaos,440,neutral
1068,ElementalGodChaos,20500,positivo
1069,76561197971917242,249650,positivo
1070,melonmaniac,730,negativo
1071,melonmaniac,440,positivo
1072,76561198048491595,105600,neutral
1073,76561198074108172,730,neutral
1074,charmaps5,200510,neutral
1075,mexz1999,221180,positivo
1076,mexz1999,313740,negativo
1077,IchMasKung,301520,negativo
1078,IchMasKung,227940,neutral
1079,IchMasKung,35450,positivo
1080,IchMasKung,302830,neutral
1081,HoxtonPleaseDontSueMe,219740,neutral
1082,HoxtonPleaseDontSueMe,242760,neutral
1083,HoxtonPleaseDontSueMe,40800,positivo
1084,HoxtonPleaseDontSueMe,113200,neutral
1085,HoxtonPleaseDontSueMe,440,neutral
1086,76561198051215704,252490,neutral
1087,76561198051215704,8870,neutral
1088,76561198051215704,203160,positivo
1089,76561198074291619,99900,negativo
1090,cheetahpocalypse,72850,neutral
1091,cheetahpocalypse,440,positivo
1092,Axzothrift,393420,negativo
1093,harharharharhar,304930,neutral
1094,chicken_tonight,227940,neutral
1095,chicken_tonight,313120,positivo
1096,chicken_tonight,220200,positivo
1097,chicken_tonight,285900,positivo
1098,chicken_tonight,1840,positivo
1099,chicken_tonight,206190,neutral
1100,chicken_tonight,268650,positivo
1101,chicken_tonight,304930,positivo
1102,chicken_tonight,223670,positivo
1103,chidvd,107100,positivo
1104,chidvd,420,positivo
1105,chidvd,400,neutral
1106,chidvd,239720,negativo
1107,chidvd,224060,positivo
1108,chidvd,376560,neutral
1109,chidvd,290750,neutral
1110,chidvd,220,neutral
1111,76561198056960847,230410,neutral
1112,76561198056960847,243870,neutral
1113,76561198097450390,25890,neutral
1114,76561198097450390,4000,neutral
1115,76561198097450390,42960,negativo
1116,76561198097450390,304930,neutral
1117,aerpub,265930,neutral
1118,aerpub,236090,positivo
1119,76561198078733772,301520,neutral
1120,76561198061273070,105600,neutral
1121,SmeshDoge,17080,positivo
1122,SmeshDoge,218230,positivo
1123,SmeshDoge,440,positivo
1124,SmeshDoge,730,positivo
1125,SmeshDoge,49520,positivo
1126,SmeshDoge,6860,neutral
1127,76561198037342853,730,positivo
1128,76561198062869989,204360,positivo
1129,76561198062869989,570,positivo
1130,76561198062869989,730,negativo
1131,76561198062869989,206210,positivo
1132,harrisonnorris,730,positivo
1133,76561198142474106,4000,negativo
1134,76561198142474106,363620,neutral
1135,76561198142474106,397340,neutral
1136,76561198142474106,107410,neutral
1137,Los_Shmurdos,206420,positivo
1138,ciborg2000,107410,negativo
1139,ciborg2000,203290,neutral
1140,ciborg2000,304050,neutral
1141,ciborg2000,620,positivo
1142,Mikinmash,33930,positivo
1143,76561198060510583,440,positivo
1144,Norf_Norf,22380,neutral
1145,Norf_Norf,6020,neutral
1146,Norf_Norf,224260,neutral
1147,Norf_Norf,221100,neutral
1148,Norf_Norf,35450,neutral
1149,Norf_Norf,105600,positivo
1150,Norf_Norf,4000,positivo
1151,Norf_Norf,211820,negativo
1152,76561198041840982,4000,neutral
1153,76561198056339034,319510,positivo
1154,76561198056339034,292030,negativo
1155,76561198056339034,20920,positivo
1156,76561198056339034,206420,positivo
1157,OfficialSenix,312280,positivo
1158,OfficialSenix,417860,neutral
1159,OfficialSenix,440,positivo
1160,OfficialSenix,311210,positivo
1161,OfficialSenix,227940,positivo
1162,OfficialSenix,730,positivo
1163,OfficialSenix,4000,negativo
1164,OfficialSenix,273110,positivo
1165,OfficialSenix,570,positivo
1166,OfficialSenix,224260,negativo
1167,mike14476,8870,neutral
1168,mike14476,200510,positivo
1169,mike14476,22380,neutral
1170,Clawz3z,105600,positivo
1171,76561198079650317,34900,neutral
1172,76561198071207551,440,negativo
1173,76561198071207551,105600,neutral
1174,76561198071207551,264200,positivo
1175,76561198071207551,42680,positivo
1176,76561198071207551,354140,positivo
1177,76561198071207551,4000,neutral
1178,76561198071207551,218230,positivo
1179,76561198061039259,550,positivo
1180,76561198061039259,208090,positivo
1181,76561198061039259,34830,negativo
1182,76561198074202726,291210,positivo
1183,76561198074347537,4000,negativo
1184,SurfChicken,730,positivo
1185,76561198126142125,236390,neutral
1186,76561198043339975,252950,positivo
1187,76561198043339975,203140,neutral
1188,76561198043339975,202970,positivo
1189,76561198043339975,204450,positivo
1190,69bmw,355180,neutral
1191,69bmw,440,negativo
1192,76561198067414480,730,neutral
1193,76561198067414480,218620,positivo
1194,76561198078246064,233270,negativo
1195,76561198078246064,218230,positivo
1196,iamshingo,218620,positivo
1197,SirParadiseLost,239030,neutral
1198,SirParadiseLost,41700,neutral
1199,SirParadiseLost,218620,neutral
1200,SirParadiseLost,24240,neutral
1201,Rafantasma,440,positivo
1202,SupermanSocks17,200510,positivo
1203,SupermanSocks17,325610,positivo
1204,SupermanSocks17,203140,neutral
1205,SupermanSocks17,39120,neutral
1206,SupermanSocks17,72850,positivo
1207,SupermanSocks17,570,neutral
1208,SupermanSocks17,261030,positivo
1209,76561198061456632,8930,positivo
1210,76561198061456632,301640,positivo
1211,76561198061456632,223850,positivo
1212,76561198049614185,223710,positivo
1213,76561198049614185,236390,neutral
1214,76561198049614185,244450,negativo
1215,76561198049614185,8190,negativo
1216,76561198049614185,50130,positivo
1217,76561198049614185,227940,positivo
1218,76561198049614185,51100,positivo
1219,76561198049614185,22380,negativo
1220,76561198046958203,35420,positivo
1221,76561198046958203,221100,positivo
1222,76561198046958203,353690,neutral
1223,76561198046958203,238430,neutral
1224,76561198046958203,208090,positivo
1225,76561198046958203,24240,positivo
1226,76561198046958203,224260,neutral
1227,UnseenEvangelist,202970,negativo
1228,jichaelcoaching,377160,neutral
1229,MT-101,334230,negativo
1230,76561198172099661,440,negativo
1231,76561198172099661,4000,neutral
1232,76561198172099661,265630,neutral
1233,ConjuredMadness,219740,positivo
1234,ConjuredMadness,228180,positivo
1235,ConjuredMadness,209160,positivo
1236,cookieblade,219740,neutral
1237,coolslayer666,730,positivo
1238,cheese_is_illuminati,730,negativo
1239,76561198042756236,289650,neutral
1240,ndrss,255480,positivo
1241,ndrss,11610,positivo
1242,76561198081677554,22380,neutral
1243,76561198081677554,550,neutral
1244,Gamercubeeyes,271590,neutral
1245,76561198091515229,440,positivo
1246,NotJustAnyOrange,374570,positivo
1247,Cosmonaut123456789,440,neutral
1248,Cosmonaut123456789,12110,neutral
1249,Cosmonaut123456789,221100,neutral
1250,76561197971591275,377160,positivo
1251,aProfileInTheMidOfNowhere,730,positivo
1252,76561198107928649,202970,positivo
1253,76561198107928649,730,positivo
1254,76561198107928649,4000,neutral
1255,76561198056352983,231430,positivo
1256,76561198104404617,105600,neutral
1257,76561198104404617,304930,positivo
1258,76561198104404617,440,neutral
1259,76561198071955492,330830,positivo
1260,76561198071955492,214490,neutral
1261,76561198071955492,2600,neutral
1262,76561198071955492,330840,positivo
1263,76561198071955492,282070,neutral
1264,76561198071955492,230230,positivo
1265,76561198071955492,207610,neutral
1266,76561198071955492,70,neutral
1267,76561198071955492,20900,neutral
1268,bruhbruhxd,311210,positivo
1269,bruhbruhxd,221100,neutral
1270,Crazymac123,252490,neutral
1271,Crazymac123,221100,neutral
1272,Crazymac123,291480,positivo
1273,Crazymac123,230410,positivo
1274,76561198135673978,105600,neutral
1275,76561198045148546,306130,negativo
1276,76561198077244610,730,neutral
1277,76561198063850360,416690,positivo
1278,76561198080465715,304930,neutral
1279,cripla66,9930,neutral
1280,76561198064305132,440,neutral
1281,76561198067214601,224540,positivo
1282,76561198067214601,263020,positivo
1283,76561198067214601,207140,positivo
1284,76561198067214601,67370,positivo
1285,76561198067214601,250600,neutral
1286,76561198067214601,205100,positivo
1287,76561198017913139,227680,negativo
1288,76561198017913139,264710,negativo
1289,76561198017913139,263440,negativo
1290,OldLeakyBoat,250900,positivo
1291,SSAANNEESS,218620,negativo
1292,SSAANNEESS,251990,neutral
1293,SSAANNEESS,230410,positivo
1294,SSAANNEESS,227280,neutral
1295,getyourmarsbar,4920,neutral
1296,76561198107811819,224260,neutral
1297,76561198107811819,304930,positivo
1298,76561198107811819,346120,positivo
1299,76561198107811819,22120,negativo
1300,76561198107811819,212800,positivo
1301,76561198107811819,241640,positivo
1302,aweoplopo,42700,negativo
1303,76561198042921883,242760,negativo
1304,kanekicg,423880,negativo
1305,kanekicg,207610,negativo
1306,76561198048024738,383080,neutral
1307,76561198048024738,4000,negativo
1308,76561198084976671,8930,positivo
1309,76561198084976671,4700,positivo
1310,76561198084976671,10500,positivo
1311,76561198084976671,22370,positivo
1312,THE_ART_OF_FEEDING,209730,neutral
1313,THE_ART_OF_FEEDING,570,positivo
1314,76561198039197193,208090,neutral
1315,76561197996190797,570,positivo
1316,76561197995146150,351555,positivo
1317,76561198082559637,250400,neutral
1318,76561198082559637,332350,positivo
1319,DKA013,208090,neutral
1320,DKA013,72850,positivo
1321,DKA013,201700,neutral
1322,76561198069345625,570,positivo
1323,D00MS,10180,positivo
1324,76561198059201575,107410,neutral
1325,76561198059201575,244850,positivo
1326,76561198060901683,213670,neutral
1327,76561198060901683,228380,positivo
1328,76561198074763789,203160,positivo
1329,76561198074763789,242920,neutral
1330,76561198074763789,314020,positivo
1331,76561198074763789,223470,negativo
1332,76561198074763789,57690,neutral
1333,76561198074763789,317360,neutral
1334,76561198074763789,233130,negativo
1335,DABLUICE,218620,neutral
1336,BlitzGames,249130,positivo
1337,BlitzGames,440,neutral
1338,BlitzGames,204300,neutral
1339,DaftyTM,730,negativo
1340,76561197992227006,301520,neutral
1341,76561197992227006,227680,neutral
1342,76561197992227006,208090,neutral
1343,76561197992227006,239070,neutral
1344,76561198070775610,113020,neutral
1345,76561198070775610,440,positivo
1346,76561198012514677,4000,positivo
1347,76561197970691715,212680,negativo
1348,misterross,241600,neutral
1349,misterross,104900,negativo
1350,76561198044888778,320350,positivo
1351,mainkradxdxdx,440,neutral
1352,76561198101576470,105600,positivo
1353,76561198101576470,304930,neutral
1354,76561198101576470,4000,positivo
1355,Dante69123,58610,neutral
1356,Dante69123,301520,neutral
1357,Dantress,263060,positivo
1358,76561198079220364,301520,negativo
1359,76561198079220364,8980,positivo
1360,DareTheSeal,233250,positivo
1361,DareTheSeal,48700,positivo
1362,DareTheSeal,236390,positivo
1363,blackcheeze,24720,positivo
1364,blackcheeze,216150,positivo
1365,blackcheeze,105600,positivo
1366,6dighero,325610,positivo
1367,6dighero,239140,neutral
1368,DarkDragonForce,244850,neutral
1369,76561198044594262,282070,neutral
1370,76561198044594262,730,neutral
1371,76561198021814659,224500,positivo
1372,76561198021814659,416670,neutral
1373,76561198021814659,280790,positivo
1374,76561198021814659,233860,neutral
1375,76561198078913614,312990,neutral
1376,76561198078913614,550,positivo
1377,BOBROSSJPEGEXE,287450,negativo
1378,BOBROSSJPEGEXE,105600,positivo
1379,blablabla174,730,negativo
1380,fatppl,211420,neutral
1381,76561198050864519,273350,positivo
1382,datts,730,positivo
1383,sirkillsalot1337,200210,positivo
1384,sirkillsalot1337,218620,neutral
1385,76561198082545803,252490,positivo
1386,76561198115099755,211820,neutral
1387,76561198046045640,730,neutral
1388,76561198046045640,440,neutral
1389,76561198046045640,57690,positivo
1390,76561198046045640,55140,neutral
1391,76561198046045640,22380,neutral
1392,76561198046045640,4560,positivo
1393,76561198195091390,730,positivo
1394,76561198084697858,268750,neutral
1395,76561198084697858,212680,positivo
1396,76561198008827809,278080,negativo
1397,76561198008827809,234330,positivo
1398,76561198008827809,105600,positivo
1399,76561198039605834,236430,positivo
1400,Yugm,271290,neutral
1401,Yugm,248570,negativo
1402,Yugm,4000,positivo
1403,Yugm,244850,positivo
1404,dblddr,218620,neutral
1405,dblddr,440,positivo
1406,deathbreath220,250900,neutral
1407,76561198084112448,250500,positivo
1408,76561198097730477,238240,negativo
1409,DeepCrysis,730,neutral
1410,shay181,287390,neutral
1411,shay181,304930,positivo
1412,degen97,6060,positivo
1413,deltalink21,204180,positivo
1414,deltalink21,232090,neutral
1415,deltalink21,221640,neutral
1416,Qzt,224420,negativo
1417,Qzt,270550,positivo
1418,Qzt,104900,positivo
1419,Qzt,51100,positivo
1420,Qzt,204300,positivo
1421,Qzt,730,positivo
1422,Qzt,113020,neutral
1423,76561198052661205,224540,neutral
1424,76561198052661205,4000,positivo
1425,76561198071716213,346110,negativo
1426,76561198071716213,264710,neutral
1427,76561198071716213,319510,neutral
1428,76561198065988138,1250,neutral
1429,Denied72,43110,positivo
1430,76561198034337192,243870,positivo
1431,76561198056953510,222900,positivo
1432,76561198056953510,49520,positivo
1433,76561198047363411,730,neutral
1434,76561198068479124,218230,neutral
1435,GetMLGRekt,383120,negativo
1436,GetMLGRekt,304930,positivo
1437,BoyangBao,99900,positivo
1438,meeman,241930,neutral
1439,fuzzygrilz,228940,neutral
1440,fuzzygrilz,49470,positivo
1441,fuzzygrilz,255420,negativo
1442,Derkness,251570,neutral
1443,76561198086282677,730,positivo
1444,76561198086282677,230410,negativo
1445,DerpyAura,440,positivo
1446,DerpyAura,550,positivo
1447,DerpyAura,218620,positivo
1448,DerpyAura,266010,neutral
1449,DerpyAura,235460,neutral
1450,DerpyAura,49520,positivo
1451,76561198021745490,251060,positivo
1452,beepbeepimasheep,327890,neutral
1453,76561198032293266,241540,neutral
1454,76561198032293266,239140,neutral
1455,76561198032293266,261030,positivo
1456,76561198057406795,333930,neutral
1457,76561198074942714,244850,neutral
1458,76561198091717988,265630,positivo
1459,76561198091717988,301520,neutral
1460,76561198091717988,570,positivo
1461,76561198126500843,227700,positivo
1462,Des_Mondo,244850,neutral
1463,76561198066881691,570,positivo
1464,76561198042146054,204360,negativo
1465,76561198093191096,243870,negativo
1466,Device600,730,neutral
1467,Devmabby,245170,negativo
1468,Devmabby,204100,neutral
1469,Devmabby,7670,positivo
1470,Devmabby,206190,neutral
1471,Devmabby,221100,neutral
1472,76561197980614542,730,positivo
1473,76561197971532272,13140,neutral
1474,76561197971532272,72840,positivo
1475,76561197971532272,8930,positivo
1476,wenndiesoldaten,4560,neutral
1477,TacticalLynx,730,neutral
1478,djman56,317400,positivo
1479,76561198114039731,620,positivo
1480,digfernandes,21690,positivo
1481,digfernandes,570,neutral
1482,digfernandes,214490,negativo
1483,digfernandes,304240,neutral
1484,digfernandes,214250,negativo
1485,digfernandes,70,negativo
1486,digfernandes,38410,neutral
1487,digfernandes,274190,neutral
1488,dijakeplays,346110,neutral
1489,dijakeplays,70000,positivo
1490,dijakeplays,321360,positivo
1491,ohplsguuby,570,neutral
1492,ohplsguuby,220,neutral
1493,ohplsguuby,550,neutral
1494,ohplsguuby,730,neutral
1495,ohplsguuby,255710,neutral
1496,ohplsguuby,233720,neutral
1497,ohplsguuby,105600,negativo
1498,ohplsguuby,265930,negativo
1499,ohplsguuby,233450,neutral
1500,NathanielPeace,239800,neutral
1501,NathanielPeace,333930,positivo
1502,NathanielPeace,329490,negativo
1503,NathanielPeace,278080,positivo
1504,NathanielPeace,250600,positivo
1505,76561198072486822,218620,neutral
1506,76561198099102298,230410,positivo
1507,76561198099102298,304930,negativo
1508,76561198059166102,319630,positivo
1509,ShrikeShrikeShrikeShrikeShrike,49600,neutral
1510,ShrikeShrikeShrikeShrikeShrike,730,neutral
1511,ShrikeShrikeShrikeShrikeShrike,221640,neutral
1512,ShrikeShrikeShrikeShrikeShrike,238460,neutral
1513,efefuyg3g4u5u22u4yv,302380,neutral
1514,efefuyg3g4u5u22u4yv,210770,positivo
1515,76561198058711482,105600,negativo
1516,dimitriirfan,730,neutral
1517,Dobble,8870,positivo
1518,76561198023903233,409160,positivo
1519,KingOfOpportunity,49520,negativo
1520,doctorpotatoes,243870,negativo
1521,doctorpotatoes,204300,neutral
1522,doctorpotatoes,374570,neutral
1523,doctorpotatoes,274190,positivo
1524,doctorpotatoes,219150,positivo
1525,doctorpotatoes,225140,neutral
1526,doctorpotatoes,730,neutral
1527,doctorpotatoes,233720,negativo
1528,doctorpotatoes,239030,negativo
1529,doctorpotatoes,265810,negativo
1530,76561198103858676,440,neutral
1531,76561198083029873,41070,negativo
1532,1920410,224540,negativo
1533,76561198049760472,730,positivo
1534,6294421419,224260,positivo
1535,6294421419,570,negativo
1536,76561198081443272,219740,neutral
1537,regentorange,221100,neutral
1538,regentorange,344760,neutral
1539,regentorange,208580,positivo
1540,regentorange,32370,positivo
1541,76561198120646995,301520,positivo
1542,76561197990557433,8930,neutral
1543,diglekango,218620,neutral
1544,diglekango,247000,positivo
1545,76561198055370293,221100,neutral
1546,76561198055370293,238320,neutral
1547,duzim,335330,neutral
1548,duzim,313740,neutral
1549,duzim,440,neutral
1550,duzim,351290,neutral
1551,76561197995098683,214490,positivo
1552,76561197995098683,40100,negativo
1553,DropBear99,221100,neutral
1554,banjoabbyshelly,271590,negativo
1555,swscorpian,346010,positivo
1556,swscorpian,25010,neutral
1557,swscorpian,357330,neutral
1558,thecosplayermotherfucker,440,neutral
1559,123repulseMe,244850,positivo
1560,123repulseMe,319630,positivo
1561,123repulseMe,49520,neutral
1562,76561197969800840,206190,positivo
1563,Cab117,266510,positivo
1564,Cab117,313120,neutral
1565,Cab117,102500,positivo
1566,Cab117,34870,neutral
1567,Cab117,230410,positivo
1568,Cab117,72850,neutral
1569,DrVendax,321980,neutral
1570,DrVendax,342300,positivo
1571,DrVendax,208090,neutral
1572,DrVendax,242760,positivo
1573,DrVendax,242920,positivo
1574,76561198090773476,107900,positivo
1575,76561198090773476,224540,negativo
1576,76561198090773476,24240,positivo
1577,thedragon347,570,neutral
1578,thedragon347,35720,positivo
1579,76561198015157743,206440,positivo
1580,76561198073725626,730,negativo
1581,76561198073725626,72850,negativo
1582,76561198073725626,203160,neutral
1583,76561198084378649,236110,positivo
1584,76561198097534775,287290,neutral
1585,76561198097534775,209000,negativo
1586,76561198097534775,550,positivo
1587,76561198097534775,44350,negativo
1588,DrumEssence,241540,neutral
1589,ashley1222,4000,neutral
1590,76561198165512984,4000,positivo
1591,76561198165512984,209160,positivo
1592,76561198165512984,730,negativo
1593,mrenigmate,35140,positivo
1594,vitoprofile,236850,neutral
1595,vitoprofile,8930,positivo
1596,vitoprofile,304930,neutral
1597,vitoprofile,65980,negativo
1598,vitoprofile,252490,negativo
1599,76561198057119793,244850,positivo
1600,76561198057119793,630,positivo
1601,JamesDurham23JubileeRd,730,neutral
1602,JamesDurham23JubileeRd,218620,neutral
1603,JamesDurham23JubileeRd,34330,neutral
1604,JamesDurham23JubileeRd,367240,neutral
1605,JamesDurham23JubileeRd,234190,negativo
1606,JamesDurham23JubileeRd,35450,neutral
1607,Congo-Jack,570,negativo
1608,76561198018159202,730,negativo
1609,76561198080980901,201810,negativo
1610,76561198080980901,570,positivo
1611,76561198080980901,48700,neutral
1612,76561198066955730,212500,neutral
1613,76561198066955730,47410,positivo
1614,76561198066955730,212180,positivo
1615,76561198066955730,550,positivo
1616,76561198066955730,200710,neutral
1617,76561198066955730,440,positivo
1618,76561198066955730,65800,positivo
1619,dyslexicdew,330840,neutral
1620,Dysloyal,243870,neutral
1621,Eack,218620,positivo
1622,76561198049435011,236390,positivo
1623,edgar_its_the_popo,72850,negativo
1624,edgar_its_the_popo,232090,neutral
1625,riseofnations231,730,positivo
1626,Efreak,207250,positivo
1627,Efreak,38240,positivo
1628,Efreak,200210,positivo
1629,Efreak,313340,negativo
1630,76561198038840599,65800,negativo
1631,76561198038840599,223710,negativo
1632,76561198038840599,1250,negativo
1633,76561198038840599,48700,positivo
1634,76561198038840599,218230,negativo
1635,SuccForCancer,8930,neutral
1636,UberDuckLord,238430,positivo
1637,hashandtag,252490,positivo
1638,hashandtag,730,positivo
1639,hashandtag,550,neutral
1640,JZargo4Pres,221380,neutral
1641,JZargo4Pres,730,neutral
1642,XavvPlays,319510,neutral
1643,XavvPlays,200260,negativo
1644,XavvPlays,440,positivo
1645,XavvPlays,226320,negativo
1646,XavvPlays,238460,negativo
1647,XavvPlays,45760,negativo
1648,XavvPlays,24200,positivo
1649,ELCHUZZY69,200210,neutral
1650,117331,570,positivo
1651,Clarkos,230410,negativo
1652,eljefe2171,295110,neutral
1653,eljefe2171,10500,neutral
1654,eljefe2171,227940,positivo
1655,76561198140431707,39000,negativo
1656,LapFucksTrax,234190,neutral
1657,LapFucksTrax,211820,neutral
1658,pon2543007,248610,neutral
1659,pon2543007,215530,positivo
1660,pon2543007,205100,neutral
1661,pon2543007,35450,neutral
1662,pon2543007,238320,positivo
1663,pon2543007,13570,neutral
1664,pon2543007,211400,neutral
1665,pon2543007,236430,positivo
1666,76561198064445006,346110,positivo
1667,en-esta-partecita-esta-zacler,281050,positivo
1668,EnderRay10420,230410,neutral
1669,EnderRay10420,9480,neutral
1670,Mr_Doge,4000,positivo
1671,76561198026040814,211420,neutral
1672,76561198026040814,214950,negativo
1673,76561198026040814,222750,negativo
1674,PurpleGenius,33930,positivo
1675,epicsquid,22370,positivo
1676,epicsquid,220780,positivo
1677,76561198097219763,224260,neutral
1678,76561198097219763,440,neutral
1679,76561198170217862,8930,positivo
1680,76561198117877658,248570,neutral
1681,76561198073082088,319630,neutral
1682,EternumHD,4000,positivo
1683,SpecialSomeone,730,positivo
1684,compuguy123,301520,positivo
1685,compuguy123,333950,negativo
1686,compuguy123,730,neutral
1687,compuguy123,35450,positivo
1688,76561198041889877,220240,negativo
1689,76561198041889877,235460,positivo
1690,76561198041889877,238460,positivo
1691,76561198041889877,211420,positivo
1692,76561198041889877,236390,positivo
1693,76561198064260593,49520,negativo
